"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_0-1","Input.image_0-2","Input.image_1-1","Input.image_1-2","Input.image_2-1","Input.image_2-2","Input.image_3-1","Input.image_3-2","Input.image_4-1","Input.image_4-2","Input.image_5-1","Input.image_5-2","Input.image_6-1","Input.image_6-2","Input.image_7-1","Input.image_7-2","Input.image_8-1","Input.image_8-2","Input.image_9-1","Input.image_9-2","Answer.choice0","Answer.choice1","Answer.choice2","Answer.choice3","Answer.choice4","Answer.choice5","Answer.choice6","Answer.choice7","Answer.choice8","Answer.choice9","Approve","Reject"
"3M93N4X8HK1AU4VKOFR08XOBIX2JSV","3NWM3X0LA7ZX2OS07U8OOHJ5Y3TXPE","Choose the image that you feel is more violent","Choose between image A or B based on which you find more violent","image, comparison, choose, abtest, violence","$0.13","Thu Mar 15 03:22:39 PDT 2018","10","BatchId:3154294;OriginalHitTemplateId:926158629;","180","2592000","Thu Mar 22 03:22:39 PDT 2018","","","339ANSOTR6GIYUVZRQ20TUDPE4BKIE","A24B2ZZJ04FNDN","Submitted","Thu Mar 15 05:39:36 PDT 2018","Thu Mar 15 05:40:11 PDT 2018","Sat Apr 14 05:40:11 PDT 2018","","","","35","100% (24/24)","100% (24/24)","100% (24/24)","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/a6213b2b23716969.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-06872.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/c1c3a626b67767c7.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-17671.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/280b9b682cddec9c.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-11329.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/f0f2debfeeb47ee4.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03816.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/8eacb434cd726264.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-20490.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/848a838282b28e62.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-06513.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/195b92ca2a270626.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-18708.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/4953c76c65650f1b.png","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-07714.jpg","-1","-1","-1","1","-1","-1","0","-1","-1","-1"
"3M93N4X8HK1AU4VKOFR08XOBIX2JSV","3NWM3X0LA7ZX2OS07U8OOHJ5Y3TXPE","Choose the image that you feel is more violent","Choose between image A or B based on which you find more violent","image, comparison, choose, abtest, violence","$0.13","Thu Mar 15 03:22:39 PDT 2018","10","BatchId:3154294;OriginalHitTemplateId:926158629;","180","2592000","Thu Mar 22 03:22:39 PDT 2018","","","34T446B1C1SP812VVNWWZ70LN1L0CM","A3QJZWHX9T9JX5","Submitted","Thu Mar 15 05:37:08 PDT 2018","Thu Mar 15 05:37:30 PDT 2018","Sat Apr 14 05:37:30 PDT 2018","","","","22","100% (179/179)","100% (179/179)","100% (179/179)","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/a6213b2b23716969.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-06872.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/c1c3a626b67767c7.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-17671.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/280b9b682cddec9c.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-11329.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/f0f2debfeeb47ee4.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03816.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/8eacb434cd726264.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-20490.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/848a838282b28e62.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-06513.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/195b92ca2a270626.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-18708.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/4953c76c65650f1b.png","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-07714.jpg","-1","-1","-1","1","-1","-1","1","1","-1","-1"
"3M93N4X8HK1AU4VKOFR08XOBIX2JSV","3NWM3X0LA7ZX2OS07U8OOHJ5Y3TXPE","Choose the image that you feel is more violent","Choose between image A or B based on which you find more violent","image, comparison, choose, abtest, violence","$0.13","Thu Mar 15 03:22:39 PDT 2018","10","BatchId:3154294;OriginalHitTemplateId:926158629;","180","2592000","Thu Mar 22 03:22:39 PDT 2018","","","373ERPL3YPMUUCO5BMA18D1CKDJTRV","A1J9MSHU4I80S5","Submitted","Thu Mar 15 05:20:19 PDT 2018","Thu Mar 15 05:21:00 PDT 2018","Sat Apr 14 05:21:00 PDT 2018","","","","41","100% (36/36)","100% (36/36)","100% (36/36)","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/a6213b2b23716969.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-06872.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/c1c3a626b67767c7.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-17671.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/280b9b682cddec9c.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-11329.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/f0f2debfeeb47ee4.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03816.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/8eacb434cd726264.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-20490.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/848a838282b28e62.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-06513.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/195b92ca2a270626.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-18708.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/4953c76c65650f1b.png","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-07714.jpg","-1","-1","-1","0","-1","-1","1","-1","-1","-1"
"3M93N4X8HK1AU4VKOFR08XOBIX2JSV","3NWM3X0LA7ZX2OS07U8OOHJ5Y3TXPE","Choose the image that you feel is more violent","Choose between image A or B based on which you find more violent","image, comparison, choose, abtest, violence","$0.13","Thu Mar 15 03:22:39 PDT 2018","10","BatchId:3154294;OriginalHitTemplateId:926158629;","180","2592000","Thu Mar 22 03:22:39 PDT 2018","","","392CY0QWG25XKS6W6YFKMDOTHINI4O","AZ0KS5UTO3EJ2","Submitted","Thu Mar 15 06:19:26 PDT 2018","Thu Mar 15 06:20:16 PDT 2018","Sat Apr 14 06:20:16 PDT 2018","","","","50","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/a6213b2b23716969.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-06872.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/c1c3a626b67767c7.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-17671.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/280b9b682cddec9c.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-11329.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/f0f2debfeeb47ee4.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03816.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/8eacb434cd726264.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-20490.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/848a838282b28e62.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-06513.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/195b92ca2a270626.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-18708.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/4953c76c65650f1b.png","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-07714.jpg","-1","-1","-1","-1","-1","-1","1","-1","-1","-1"
"3M93N4X8HK1AU4VKOFR08XOBIX2JSV","3NWM3X0LA7ZX2OS07U8OOHJ5Y3TXPE","Choose the image that you feel is more violent","Choose between image A or B based on which you find more violent","image, comparison, choose, abtest, violence","$0.13","Thu Mar 15 03:22:39 PDT 2018","10","BatchId:3154294;OriginalHitTemplateId:926158629;","180","2592000","Thu Mar 22 03:22:39 PDT 2018","","","3B837J3LDPATFCBQMM5BY85QIU9SR9","A2GYV3WYNPARF0","Submitted","Thu Mar 15 06:21:42 PDT 2018","Thu Mar 15 06:22:20 PDT 2018","Sat Apr 14 06:22:20 PDT 2018","","","","38","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/a6213b2b23716969.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-06872.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/c1c3a626b67767c7.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-17671.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/280b9b682cddec9c.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-11329.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/f0f2debfeeb47ee4.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03816.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/8eacb434cd726264.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-20490.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/848a838282b28e62.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-06513.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/195b92ca2a270626.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-18708.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/4953c76c65650f1b.png","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-07714.jpg","-1","-1","-1","-1","-1","-1","1","-1","-1","-1"
"3M93N4X8HK1AU4VKOFR08XOBIX2JSV","3NWM3X0LA7ZX2OS07U8OOHJ5Y3TXPE","Choose the image that you feel is more violent","Choose between image A or B based on which you find more violent","image, comparison, choose, abtest, violence","$0.13","Thu Mar 15 03:22:39 PDT 2018","10","BatchId:3154294;OriginalHitTemplateId:926158629;","180","2592000","Thu Mar 22 03:22:39 PDT 2018","","","3CCZ6YKWR8XM5AHTG9SHECV4YOP95V","A7YQOBGDXPAT3","Submitted","Thu Mar 15 03:55:33 PDT 2018","Thu Mar 15 03:55:57 PDT 2018","Sat Apr 14 03:55:57 PDT 2018","","","","24","100% (145/145)","100% (145/145)","100% (145/145)","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/a6213b2b23716969.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-06872.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/c1c3a626b67767c7.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-17671.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/280b9b682cddec9c.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-11329.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/f0f2debfeeb47ee4.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03816.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/8eacb434cd726264.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-20490.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/848a838282b28e62.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-06513.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/195b92ca2a270626.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-18708.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/4953c76c65650f1b.png","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-07714.jpg","-1","-1","-1","-1","1","-1","1","1","-1","-1"
"3M93N4X8HK1AU4VKOFR08XOBIX2JSV","3NWM3X0LA7ZX2OS07U8OOHJ5Y3TXPE","Choose the image that you feel is more violent","Choose between image A or B based on which you find more violent","image, comparison, choose, abtest, violence","$0.13","Thu Mar 15 03:22:39 PDT 2018","10","BatchId:3154294;OriginalHitTemplateId:926158629;","180","2592000","Thu Mar 22 03:22:39 PDT 2018","","","3NKQQ8O39ZJFTFKPTQ5R8K6AOQWDUX","AGXVWHXJZ6O7K","Submitted","Thu Mar 15 03:37:01 PDT 2018","Thu Mar 15 03:37:32 PDT 2018","Sat Apr 14 03:37:32 PDT 2018","","","","31","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/a6213b2b23716969.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-06872.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/c1c3a626b67767c7.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-17671.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/280b9b682cddec9c.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-11329.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/f0f2debfeeb47ee4.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03816.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/8eacb434cd726264.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-20490.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/848a838282b28e62.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-06513.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/195b92ca2a270626.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-18708.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/4953c76c65650f1b.png","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-07714.jpg","-1","-1","-1","0","0","-1","0","-1","-1","-1"
"3M93N4X8HK1AU4VKOFR08XOBIX2JSV","3NWM3X0LA7ZX2OS07U8OOHJ5Y3TXPE","Choose the image that you feel is more violent","Choose between image A or B based on which you find more violent","image, comparison, choose, abtest, violence","$0.13","Thu Mar 15 03:22:39 PDT 2018","10","BatchId:3154294;OriginalHitTemplateId:926158629;","180","2592000","Thu Mar 22 03:22:39 PDT 2018","","","3QL2OFSM97WSTXU2WTYUAJWYVUTNCH","A1SOLLV4X7XQ0U","Submitted","Thu Mar 15 04:49:56 PDT 2018","Thu Mar 15 04:50:12 PDT 2018","Sat Apr 14 04:50:12 PDT 2018","","","","16","100% (351/351)","100% (351/351)","100% (351/351)","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/a6213b2b23716969.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-06872.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/c1c3a626b67767c7.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-17671.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/280b9b682cddec9c.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-11329.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/f0f2debfeeb47ee4.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03816.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/8eacb434cd726264.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-20490.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/848a838282b28e62.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-06513.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/195b92ca2a270626.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-18708.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/4953c76c65650f1b.png","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-07714.jpg","-1","-1","-1","1","-1","-1","1","-1","-1","-1"
"3M93N4X8HK1AU4VKOFR08XOBIX2JSV","3NWM3X0LA7ZX2OS07U8OOHJ5Y3TXPE","Choose the image that you feel is more violent","Choose between image A or B based on which you find more violent","image, comparison, choose, abtest, violence","$0.13","Thu Mar 15 03:22:39 PDT 2018","10","BatchId:3154294;OriginalHitTemplateId:926158629;","180","2592000","Thu Mar 22 03:22:39 PDT 2018","","","3T111IHZ5F4BAXFRDG5KHD00Q6JR9W","A3LE6B5ITOGOZB","Submitted","Thu Mar 15 06:07:32 PDT 2018","Thu Mar 15 06:08:06 PDT 2018","Sat Apr 14 06:08:06 PDT 2018","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/a6213b2b23716969.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-06872.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/c1c3a626b67767c7.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-17671.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/280b9b682cddec9c.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-11329.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/f0f2debfeeb47ee4.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03816.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/8eacb434cd726264.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-20490.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/848a838282b28e62.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-06513.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/195b92ca2a270626.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-18708.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/4953c76c65650f1b.png","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-07714.jpg","-1","-1","-1","0","1","-1","0","-1","-1","-1"
"3M93N4X8HK1AU4VKOFR08XOBIX2JSV","3NWM3X0LA7ZX2OS07U8OOHJ5Y3TXPE","Choose the image that you feel is more violent","Choose between image A or B based on which you find more violent","image, comparison, choose, abtest, violence","$0.13","Thu Mar 15 03:22:39 PDT 2018","10","BatchId:3154294;OriginalHitTemplateId:926158629;","180","2592000","Thu Mar 22 03:22:39 PDT 2018","","","3UJ1CZ6IZI34APDSPFS8V70UQCFS5Q","A2GY48EMRUEM4I","Submitted","Thu Mar 15 04:49:00 PDT 2018","Thu Mar 15 04:49:42 PDT 2018","Sat Apr 14 04:49:42 PDT 2018","","","","42","100% (113/113)","100% (113/113)","100% (113/113)","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/a6213b2b23716969.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-06872.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/c1c3a626b67767c7.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-17671.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/280b9b682cddec9c.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-11329.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/f0f2debfeeb47ee4.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03435.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/6279f9e5e16b4945.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-03816.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/8eacb434cd726264.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-20490.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/848a838282b28e62.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-06513.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/195b92ca2a270626.jpeg","https://s3.eu-central-1.amazonaws.com/ecb-protest/train-18708.jpg","https://s3.eu-central-1.amazonaws.com/ecb-protest/4953c76c65650f1b.png","https://s3.eu-central-1.amazonaws.com/ecb-protest/test-07714.jpg","-1","-1","-1","0","0","-1","1","-1","-1","1"
