A1I4ATPNZBOA16 , 0.1
A2GYV3WYNPARF0 , 0.11020408163265306
A7YQOBGDXPAT3 , 0.114
AZ0KS5UTO3EJ2 , 0.14657534246575343
AY60C9V1NPOLV , 0.14893617021276595
A1SOLLV4X7XQ0U , 0.15
A2ZDQ7YVKJUV8E , 0.15294117647058825
A2J767UZS1B7AP , 0.1588235294117647
AGXVWHXJZ6O7K , 0.16666666666666666
A2GY48EMRUEM4I , 0.16666666666666666
A2RT62ZQZZ57IA , 0.17058823529411765
A24B2ZZJ04FNDN , 0.17058823529411765
A3QJZWHX9T9JX5 , 0.1707070707070707
A1J9MSHU4I80S5 , 0.17358490566037735
A2KJ1UQCCG8CVK , 0.18
A2FZE7CARM54IG , 0.18
A1XUFZ2OU48JTQ , 0.19
AXYBAWDJUFA8A , 0.2
A1THCNYQ6HMSBZ , 0.2
A1OMWAZ59NKDKD , 0.2
A29UC3IW9A5MJE , 0.20172413793103447
ATJ2MX0KNDH4E , 0.23333333333333334
A1H2RLV7I0L8G6 , 0.236
A3LE6B5ITOGOZB , 0.2375
AFCJNB478RMZO , 0.26
A1QYD816IJIFQO , 0.26666666666666666
A2NX9J9IBMW666 , 0.52
A3RAL81XKTKNMS , 0.6
