epoch,loss,protest_out_loss,val_loss,val_protest_out_loss,val_violence_out_loss,violence_out_loss
0,0.6789807742103361,0.5964189788613182,0.5424737478421483,0.4796173738228285,0.006285637396678584,0.008256179578158761
1,0.5723541165845325,0.5117564098193095,0.5154210779856259,0.45981760941687905,0.005560347008771458,0.006059770755235569
2,0.5479093894649011,0.49237770182438767,0.5204748805034032,0.44821966022575804,0.007225521986160216,0.005553168696862416
3,0.5324011782829005,0.4812584719620645,0.46271303780242423,0.4197667414315771,0.0042946297367101715,0.005114270653874742
4,0.505999481699501,0.45921516604721546,0.417593281460583,0.38204163958449655,0.003555164096188994,0.004678431478387561
5,0.48855132854973465,0.4444411930520661,0.4252494452554827,0.3910834067887778,0.003416603886312637,0.0044110136483718285
6,0.47892214979331654,0.4362940128104618,0.40327413342489665,0.37068348789473304,0.003259064601936011,0.004262813726672203
7,0.47137664831601656,0.4293406281011322,0.41191584657245595,0.37928204168481516,0.003263380414312907,0.004203602016593559
8,0.47156023192935836,0.4298171971279841,0.4094694212670791,0.3770576965615207,0.0032411724337032453,0.004174303478766188
9,0.47143830785241264,0.42981755070818156,0.40977172650369925,0.3773418080182712,0.0032429919142470637,0.004162075700220997
10,0.4714487466710405,0.42928388976277065,0.40681711280388955,0.37429811689827847,0.003251899592352515,0.004216485695661294
11,0.4750669182708057,0.4325191752197078,0.40858700150617194,0.37619802710812017,0.003238897535973901,0.004254774284723121
12,0.47383834838938826,0.43244442413561046,0.40929633405879945,0.376683962420436,0.0032612372132813363,0.004139392442696659
13,0.47156804791078544,0.4302301059405391,0.40896607661075113,0.37660199855639187,0.0032364078511877763,0.004133794215494373
14,0.47120803562351143,0.4294351108121471,0.40903949344846746,0.3765562086329133,0.0032483284704287164,0.0041772924569333835
15,0.4789616027667832,0.43725736552061367,0.4081998970426807,0.3756372640279226,0.003256263218803074,0.004170423797544432
16,0.4756770128957354,0.4338476132386579,0.4101021843911939,0.377656517583971,0.0032445667515643736,0.004182940021035637
